session_uuid,scene_id,patient_sort00,injury_severity00,combo00,patient_sort01,injury_severity01,combo01,patient_sort02,injury_severity02,combo02,patient_sort03,injury_severity03,combo03,patient_sort04,injury_severity04,combo04,patient_sort05,injury_severity05,combo05,patient_sort06,injury_severity06,combo06,patient_sort07,injury_severity07,combo07,patient_sort08,injury_severity08,combo08,patient_sort09,injury_severity09,combo09,patient_sort10,injury_severity10,combo10,patient_sort11,injury_severity11,combo11,patient_sort12,injury_severity12,combo12,patient_sort13,injury_severity13,combo13,patient_sort14,injury_severity14,combo14,patient_sort15,injury_severity15,combo15,patient_sort16,injury_severity16,combo16,severe_hemorrhaging00,severe_hemorrhaging01,severe_hemorrhaging02,severe_hemorrhaging03,severe_hemorrhaging04,severe_hemorrhaging05,severe_hemorrhaging06,severe_hemorrhaging07,severe_hemorrhaging08,severe_hemorrhaging09,severe_hemorrhaging10,severe_hemorrhaging11,severe_hemorrhaging12,severe_hemorrhaging13,severe_hemorrhaging14,severe_hemorrhaging15,severe_hemorrhaging16,sort_hemorrhaging00,sort_hemorrhaging01,sort_hemorrhaging02,sort_hemorrhaging03,sort_hemorrhaging04,sort_hemorrhaging05,sort_hemorrhaging06,sort_hemorrhaging07,sort_hemorrhaging08,sort_hemorrhaging09,sort_hemorrhaging10,sort_hemorrhaging11,sort_hemorrhaging12,sort_hemorrhaging13,sort_hemorrhaging14,sort_hemorrhaging15,sort_hemorrhaging16
d3ad6b20-821b-4821-a289-fe4eab2c940b,0,walker,,walker-nan,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
d433b532-d35b-4fc6-b9fd-ed2e18e57c28,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
d433b532-d35b-4fc6-b9fd-ed2e18e57c28,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,,,,,,,still-False,still-False,still-True,waver-False,waver-False,waver-False,waver-True,waver-False,walker-False,walker-False,walker-False,,,,,,
d45ac4ce-be32-424b-a50f-fa8007af4fed,0,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,,,,,,,still-False,waver-False,still-False,walker-False,waver-True,waver-False,waver-False,waver-False,still-True,walker-False,walker-False,,,,,,
d4f8b28e-a0a3-4969-a156-5bf86e4794ba,0,walker,low,walker-low,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,,,,,,,,,,,,,
d4f8b28e-a0a3-4969-a156-5bf86e4794ba,1,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,None-False,waver-False,waver-False,still-False,waver-True,waver-False,still-False,waver-False,still-True,walker-False,walker-False,walker-False,,,,,
d58c859d-d4b5-4213-88d7-df5c168fa646,0,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
d605640c-fde5-412f-8d33-b9b2744172ab,0,walker,low,walker-low,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,,,,,,,,,,,,,
d605640c-fde5-412f-8d33-b9b2744172ab,1,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,True,False,False,False,False,,,,,,,walker-False,still-False,still-False,waver-False,waver-True,waver-False,still-True,waver-False,waver-False,walker-False,walker-False,,,,,,
d66b46ee-9057-43d6-8108-179b83820a37,0,walker,,walker-nan,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,
d66b46ee-9057-43d6-8108-179b83820a37,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,,,,,,,,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,,
d66b46ee-9057-43d6-8108-179b83820a37,2,walker,,walker-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,None-False,walker-False,,,,,,,,,,,,,,,
d81f6dfd-3151-415f-a354-541240e7fbae,0,still,high,still-high,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,still-False,walker-False,walker-False,,,,,,,,,,,,,,
d81f6dfd-3151-415f-a354-541240e7fbae,1,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,False,,,,,,,still-False,still-False,waver-False,waver-True,waver-False,still-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
d8c6bf18-14e3-45f2-bfa1-9a904cb4b82b,0,walker,low,walker-low,walker,low,walker-low,still,high,still-high,still,high,still-high,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,False,False,False,False,,,,,,,walker-False,walker-False,still-False,still-True,waver-True,still-False,waver-False,waver-False,waver-False,waver-False,walker-False,,,,,,
d8e74818-ecc1-4f24-87aa-5dd9facfe20f,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
d8e74818-ecc1-4f24-87aa-5dd9facfe20f,1,still,high,still-high,still,high,still-high,still,low,still-low,waver,high,waver-high,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,walker,,walker-nan,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,False,True,False,False,,,,,,,still-True,still-False,still-False,waver-True,waver-False,waver-True,walker-False,waver-False,waver-True,walker-False,walker-False,,,,,,
d8fe95a5-c1fb-4239-8b42-12d28c35e111,0,walker,low,walker-low,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,,,,,,,walker-False,still-True,still-False,waver-True,waver-False,waver-False,waver-False,waver-False,still-False,walker-False,walker-False,,,,,,
d90f2d85-e91c-4f12-b070-5929d95be1c5,0,walker,low,walker-low,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,walker-False,waver-False,walker-False,,,,,,,,,,,,,,
d9d58da9-9bdc-41ea-90fe-4c84db4635d9,0,waver,high,waver-high,walker,medium,walker-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,medium,still-medium,waver,high,waver-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,walker,low,walker-low,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,walker-False,waver-True,walker-False,waver-False,waver-False,still-False,still-False,waver-True,waver-True,waver-False,waver-False,still-True,still-False,waver-False,walker-False,waver-False,walker-False
daca96a3-b61d-4087-9747-cea6fd7e3a43,0,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,,,,,,,waver-False,waver-True,still-False,waver-False,waver-False,still-False,still-True,waver-False,walker-False,walker-False,walker-False,,,,,,
db948ce1-783d-4dff-a1f8-2be49570f327,0,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,waver-False,still-False,walker-False,walker-False,,,,,,,,,,,,,
db948ce1-783d-4dff-a1f8-2be49570f327,1,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,still-False,,,,,,,,,,,,,,,,
dcd4a197-ba73-4d2f-a2aa-8ff3206219b9,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
dcd4a197-ba73-4d2f-a2aa-8ff3206219b9,1,still,high,still-high,walker,low,walker-low,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,True,False,False,False,,,,,,,,still-False,walker-False,still-False,still-True,waver-False,waver-False,waver-True,waver-False,walker-False,walker-False,,,,,,,
dd46bfb4-d2df-4b1c-923f-5f3568a14f29,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
dd46bfb4-d2df-4b1c-923f-5f3568a14f29,1,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,False,False,False,,,,,,,,still-False,still-True,waver-True,waver-False,still-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,,
dd601aee-8360-41f2-b89d-c37f3eb2c617,0,walker,,walker-nan,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,
dd601aee-8360-41f2-b89d-c37f3eb2c617,1,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,still,high,still-high,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,,,,,,,waver-False,waver-True,waver-False,waver-False,still-False,walker-False,waver-False,still-False,walker-False,walker-False,still-True,,,,,,
ddf26e7a-10f4-4e7f-85d4-f147bea1acb5,0,walker,,walker-nan,walker,low,walker-low,waver,medium,waver-medium,walker,medium,walker-medium,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,walker-False,waver-False,walker-False,still-False,,,,,,,,,,,,
de04bec3-9503-467c-9c49-675720c4bab0,1,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
de04bec3-9503-467c-9c49-675720c4bab0,2,walker,low,walker-low,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
de327503-2f08-4562-9543-547cbabd52e1,0,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,low,still-low,waver,high,waver-high,walker,medium,walker-medium,walker,,walker-nan,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,True,False,False,True,False,True,False,False,False,,,,,,,waver-True,waver-False,still-True,still-False,waver-False,waver-True,still-False,waver-True,walker-False,walker-False,walker-False,,,,,,
dee5a112-91db-43bb-8564-dc4ce4195a88,0,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,,,,,,,still-False,waver-False,waver-True,still-False,waver-False,waver-False,still-True,waver-False,walker-False,walker-False,walker-False,,,,,,
deecd930-56c6-4679-87d8-7d6627631934,2,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,waver-False,still-False,walker-False,,,,,,,,,,,,,
deecd930-56c6-4679-87d8-7d6627631934,3,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
dfa09c43-42f4-4cb5-8f74-381744e0d320,0,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,True,,,,,,,still-False,still-False,walker-False,waver-False,waver-True,waver-False,waver-False,walker-False,walker-False,waver-False,still-True,,,,,,
dfd3aa1c-7b73-43a7-80c0-80beeabcd985,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
dfd3aa1c-7b73-43a7-80c0-80beeabcd985,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,,,,,,,,,,,,,still-True,still-False,still-False,waver-False,waver-False,,,,,,,,,,,,
e072d31f-2592-4c7e-8709-3db1e111240c,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
e072d31f-2592-4c7e-8709-3db1e111240c,1,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,,,,,,,waver-False,waver-True,still-False,waver-False,waver-False,still-False,waver-False,still-True,walker-False,walker-False,walker-False,,,,,,
e0b7bea0-1cf9-42a8-a02c-e8699a962779,0,walker,,walker-nan,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
e1a418bf-114d-4b8e-b0a1-0a0ff144c0aa,0,walker,,walker-nan,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,walker-False,waver-False,still-False,walker-False,,,,,,,,,,,,
e1a418bf-114d-4b8e-b0a1-0a0ff144c0aa,1,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,True,False,False,False,,,,,,,,walker-False,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,,,,,,,
e1d845d3-9874-449b-83ef-6c649073a868,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
e1d845d3-9874-449b-83ef-6c649073a868,1,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
e2458ea2-71b5-4b84-bbfb-dff0a969c9d2,0,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
e249e6d4-c3d4-4e20-8fab-fa35fd59e871,0,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,,,,,,,still-True,still-False,still-False,waver-False,waver-False,waver-False,waver-False,waver-True,walker-False,walker-False,walker-False,,,,,,
e2ddf563-3583-404c-917a-8eb7bec38471,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
e2ddf563-3583-404c-917a-8eb7bec38471,1,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,,,,,,,,still-True,still-False,waver-False,waver-True,waver-False,still-False,walker-False,waver-False,walker-False,walker-False,,,,,,,
e2e599c8-8e48-487f-9f95-a0a382432ca5,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
e2e599c8-8e48-487f-9f95-a0a382432ca5,1,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,True,False,False,False,,,,,,,still-False,waver-False,still-False,waver-False,waver-True,waver-False,waver-False,still-True,walker-False,walker-False,walker-False,,,,,,
e353eee2-a630-40cd-b931-a98b12edd9b6,0,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,,,,,,,,still-False,still-False,still-True,waver-False,waver-False,waver-False,waver-True,walker-False,walker-False,walker-False,,,,,,,
e3c2b4c6-d8b7-4b64-8cd0-7ca0e622f9b5,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
e3c2b4c6-d8b7-4b64-8cd0-7ca0e622f9b5,1,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,waver-False,waver-False,waver-True,waver-False,still-False,waver-False,walker-False,walker-False,walker-False,,,,,,
e4b17764-a999-4733-b455-1968588effc8,0,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,,,,,,,waver-True,waver-False,still-False,waver-False,still-False,waver-False,waver-False,still-True,walker-False,walker-False,walker-False,,,,,,
e662a811-40fd-4bf2-b9df-d2d221d07b4a,0,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,waver-False,still-False,walker-False,,,,,,,,,,,,,
e662a811-40fd-4bf2-b9df-d2d221d07b4a,1,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,True,False,False,,,,,,,still-False,waver-False,waver-False,waver-False,waver-True,walker-False,still-False,waver-False,still-True,walker-False,walker-False,,,,,,
e77c15e0-d0de-413d-a471-20a285e81387,0,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,low,still-low,waver,high,waver-high,walker,,walker-nan,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,False,True,False,False,True,False,True,False,False,False,,,,,,,waver-True,waver-False,still-True,still-False,waver-False,waver-True,still-False,waver-True,walker-False,walker-False,walker-False,,,,,,
e77c15e0-d0de-413d-a471-20a285e81387,1,still,,still-nan,still,,still-nan,waver,,waver-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,still-False,still-False,waver-False,,,,,,,,,,,,,,
e7ea73c9-dc1c-47cc-bb13-996b4069c73e,0,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,walker,,walker-nan,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,waver,high,waver-high,still,low,still-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,True,False,True,False,False,,,,,,,waver-True,waver-False,still-True,still-False,walker-False,waver-False,waver-True,walker-False,waver-True,still-False,walker-False,,,,,,
e8be80d7-4d11-430d-93b7-bc15e1bfb445,0,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,waver-False,waver-False,waver-True,waver-False,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
e8cb6ae0-6d68-410f-88fc-4adf30d8bfac,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
